baryon_density,pressure,energy_density
102109192837.454,161336232.698983,0.102644500668061E+12
108653693529.064,166343219.23102,0.109233809328053E+12
140858202889.247,226204524.880711,0.141667600655921E+12
169240235729.648,288958756.082247,0.170264171719397E+12
183457945459.511,321782334.458936,0.184593511655300E+12
208470135186.898,366066348.675622,0.209807281680523E+12
271363452079.032,497694461.284516,0.273232410518338E+12
330407027116.395,647125192.673988,0.332805937249056E+12
415970909178.822,838725877.299952,0.419181422206428E+12
426970873079.007,868433997.39004,0.430288853002744E+12
430452878780.138,877891638.617222,0.433805037835639E+12
449217935771.889,929296700.346139,0.452755600012370E+12
478981114398.216,1012301410.41058,0.482817419943975E+12
494413580492.294,1056029092.79037,0.498406800406521E+12
507636239815.506,1093859657.6991,0.511764997812403E+12
567330018261.957,1205014758.71033,0.572079219812337E+12
2094256000000.0,2397456417.90688,0.211612045205871E+13
3145202000000.0,3813320942.79968,0.317954564310344E+13
4436516000000.0,5861400967.13772,0.448689206462486E+13
5986292000000.0,8676106262.71439,0.605674822742162E+13
7818102000000.0,12402861971.6935,0.791328380428794E+13
12443858000000.0,23247994800.0865,0.126053243371807E+14
18587020000000.0,39878978732.1671,0.188431403127930E+14
26558340000000.0,64101666910.4902,0.269458822602757E+14
36641180000000.0,98044584943.0086,0.372058329651097E+14
48931820000000.0,144056565845.085,0.497256160958574E+14
70855440000000.0,240557886272.552,0.720878926458930E+14
1.03252e+14,428097348489.197,0.105194059072531E+15
1.2146884e+14,561472343065.935,0.123839983457037E+15
1.2609194e+14,597622785827.245,0.128575374953220E+15
1.411e+14,799638002439.847,0.143961370927287E+15
1.494e+14,892634432294.888,0.152479382784836E+15
1.577e+14,993953586429.849,0.161002788414726E+15
1.66e+14,1104352076142.9,0.169531761462551E+15
1.743e+14,1224486373001.59,0.178066493690960E+15
1.826e+14,1355001821936.7,0.186607189635722E+15
1.909e+14,1496755173977.04,0.195154069209513E+15
1.992e+14,1650302760959.52,0.203707364214235E+15
2.075e+14,1816423447455.79,0.212267314782786E+15
2.158e+14,1995784831670.1,0.220834170872928E+15
2.241e+14,2189054511806.75,0.229408188903567E+15
2.324e+14,2397122618804.74,0.237989635009393E+15
2.407e+14,2620545484500.99,0.246578782375487E+15
2.49e+14,2859990707099.76,0.255175906382690E+15
2.573e+14,3116348417540.07,0.263781289896409E+15
2.656e+14,3390063681291.45,0.272395219319398E+15
2.739e+14,3681804096558.16,0.281017980419947E+15
2.822e+14,3992682327013.99,0.289649868411573E+15
2.905e+14,4323032171761.08,0.298291182788424E+15
2.988e+14,4673743761738.46,0.306942223162654E+15
3.071e+14,5045484695150.39,0.315603294237791E+15
3.154e+14,5438922570201.15,0.324274702290684E+15
3.237e+14,5854613718727.63,0.332956753624731E+15
3.32e+14,6293559538036.24,0.341649758643850E+15
3.403e+14,6756205093596.5,0.350354030513244E+15
3.486e+14,7243551782714.8,0.359069884572743E+15
3.6920558e+14,11461445506885.2,3.61338407699568e+14
3.7008538e+14,11714316077257.5,3.6222795591681e+14
3.7216702e+14,12313415214268.6,3.6433149679125e+14
3.7350332e+14,12698808859730.6,3.6568631972733e+14
3.7494918e+14,13116165630513.5,3.67151667692406e+14
3.762141e+14,13482039129725.5,3.68435184158166e+14
3.7734622e+14,13809995413344.7,3.69585000992076e+14
3.7838372e+14,14110712625301.7,3.70640336752812e+14
3.793515e+14,14391285759393.4,3.71624366043228e+14
3.8026616e+14,14657098454128.7,3.72556698142662e+14
3.8114264e+14,14911929952434.8,3.7344981168342e+14
3.8198924e+14,15158275980772.9,3.74312619974292e+14
3.8281592e+14,15398739225309.5,3.75154036324068e+14
3.83626e+14,15634656682363.2,3.7598119137978e+14
3.844228e+14,15867401001487.7,3.76795867803186e+14
3.8521462e+14,16098237872531.1,3.77605196241318e+14
3.8600146e+14,16327844706961.5,3.78409176694176e+14
3.9456706e+14,18840952120302.0,3.87197699161116e+14
4.0325052e+14,21409589447404.2,3.96164487803856e+14
4.120535e+14,24034558886059.2,4.05309542622396e+14
4.2097434e+14,26716751767146.0,4.14636428940252e+14
4.3001636e+14,29456702889192.0,4.24146929419182e+14
4.4122136e+14,32260116769822.8,4.3600341277164e+14
4.5316838e+14,35140541638399.2,4.4872270441497e+14
4.6531792e+14,38098690559624.4,4.6173613524837e+14
4.776567e+14,41136524461432.2,4.75031226639534e+14
4.9016978e+14,44255291207053.2,4.88590151970882e+14
5.0283724e+14,47456060393542.2,5.02400432610108e+14
5.1564912e+14,50740258150305.6,5.16447807263148e+14
5.2858716e+14,54108954074398.2,5.30718014635938e+14
5.4163974e+14,57562861230523.2,5.45193228110898e+14
5.5479026e+14,61102870949559.6,5.59864534379238e+14
5.6802212e+14,64729339763859.0,5.74706976176346e+14
5.8133864e+14,68444228601355.2,5.89729466811012e+14
5.9470662e+14,72246467864993.4,6.04894570386318e+14
6.0812274e+14,76137305418004.2,6.2019693891699e+14
6.2157206e+14,80116919526563.4,6.35622311108964e+14
6.3504296e+14,84185488456846.8,6.51158208329934e+14
6.4852382e+14,88343190475030.2,6.66788586624078e+14
6.6200468e+14,92590025581113.6,6.82504532682606e+14
6.7547226e+14,96926172041272.8,6.98290002549696e+14
6.8891992e+14,1.0135109505698e+14,7.141343002548e+14
7.023377e+14,1.05865151160588e+14,7.30028512489128e+14
7.157173e+14,1.10467805553568e+14,7.45961943282132e+14
7.2905042e+14,1.15158879969745e+14,7.61922114001506e+14
7.423271e+14,1.19940691869404e+14,7.77898328676702e+14
7.5555564e+14,1.24804327943756e+14,7.9389950061651e+14
7.6871612e+14,1.29758166703062e+14,8.09902455218076e+14
7.8181186e+14,1.34798464557631e+14,8.259071924814e+14
7.9483788e+14,1.39925221507463e+14,8.4190658175945e+14
8.0779086e+14,1.4513754622168e+14,8.57902405713984e+14
8.2067412e+14,1.50434903901752e+14,8.73889316359728e+14
8.3348434e+14,1.55817116281506e+14,8.89865531034924e+14
8.4622318e+14,1.61283292030061e+14,9.0583283240133e+14
8.589006e+14,1.66833074615067e+14,9.2180548175301e+14
8.715332e+14,1.72465929237995e+14,9.37799523045786e+14
8.841077e+14,1.78181499366495e+14,9.53798912323836e+14
8.9662244e+14,1.8397960673439e+14,9.6980364958716e+14
9.0908074e+14,1.89858825212274e+14,9.85811952174e+14
9.2148426e+14,1.95820046131026e+14,1.00182916806963e+15
9.3383798e+14,2.01863269490646e+14,1.01786064525932e+15
9.4614688e+14,2.07984929967618e+14,1.0339099490666e+15
9.5841594e+14,2.14188592885458e+14,1.049987775462e+15
9.7065512e+14,2.2047069292065e+14,1.06610303775432e+15
9.828694e+14,2.26833012734952e+14,1.08226286659059e+15
9.9506874e+14,2.33275552328364e+14,1.09847974060312e+15
1.00725978e+15,2.39798311700886e+14,1.1147661384242e+15
1.01945414e+15,2.46397725529002e+14,1.1311327560244e+15
1.03166178e+15,2.53079141797986e+14,1.14759563735953e+15
1.04389266e+15,2.59837212522564e+14,1.1641672610619e+15
1.05615674e+15,2.6667728568801e+14,1.18086367108733e+15
1.06846564e+15,2.73595795970808e+14,1.19769912872988e+15
1.08083098e+15,2.80594526032716e+14,1.21469146060714e+15
1.09326438e+15,2.87673475873734e+14,1.23185671067492e+15
1.1057758e+15,2.94832645493862e+14,1.24921448821256e+15
1.11838018e+15,3.02073817554858e+14,1.26677905451414e+15
1.13108914e+15,3.09395209394964e+14,1.28457180152074e+15
1.1439143e+15,3.16800386337696e+14,1.30261055584994e+15
1.15686728e+15,3.24287565721296e+14,1.32091492678108e+15
1.16996136e+15,3.3186031286928e+14,1.33950452359351e+15
1.18321148e+15,3.3951684511989e+14,1.35839895556655e+15
1.1966276e+15,3.47258945134884e+14,1.3776196146413e+15
1.2102147e+15,3.55075916943714e+14,1.39717363146481e+15
1.22401262e+15,3.6300341378154e+14,1.41712161653683e+15
1.23800642e+15,3.71009347736718e+14,1.43744574323978e+15
1.25221934e+15,3.79106197441554e+14,1.45817988214708e+15
1.26666466e+15,3.87293962896048e+14,1.47934720786157e+15
1.28135234e+15,3.95574426761958e+14,1.50096911232436e+15
1.29631392e+15,4.03958285009832e+14,1.52309016207938e+15
1.31151454e+15,4.12422363036816e+14,1.54566400792093e+15
1.32701064e+15,4.20989835445764e+14,1.56878156559868e+15
1.34280222e+15,4.29660702236676e+14,1.59244461777437e+15
1.35889924e+15,4.38431398086036e+14,1.61666920840383e+15
1.37531e+15,4.47303705655602e+14,1.6414749467664e+15
1.39204114e+15,4.56282972930648e+14,1.66687609415614e+15
1.4091242e+15,4.65369199911174e+14,1.69292434776404e+15
1.42657744e+15,4.74565951920696e+14,1.71965357816349e+15
1.44441414e+15,4.83873228959214e+14,1.74708874261911e+15
1.46265422e+15,4.93292813688486e+14,1.7752637117043e+15
1.48131262e+15,5.02831836755544e+14,1.80421413865422e+15
1.5004076e+15,5.12490298160388e+14,1.83394893677766e+15
1.51995742e+15,5.22269980564776e+14,1.86453941254494e+15
1.539982e+15,5.32174449292224e+14,1.89600339257364e+15
1.5604996e+15,5.42207269666248e+14,1.92837653009892e+15
1.58153346e+15,5.52372007010364e+14,1.96171230497352e+15
1.60310184e+15,5.6267044398633e+14,1.99602854381502e+15
1.62522798e+15,5.73106145917662e+14,2.03137872647616e+15
1.64793346e+15,5.83686243451392e+14,2.0677985061921e+15
1.6712548e+15,5.94408953925762e+14,2.10535918943316e+15
1.695192e+15,6.05281407987804e+14,2.1440964294345e+15
1.7198098e+15,6.16308953622792e+14,2.18406370604886e+15
1.7450916e+15,6.27491590830726e+14,2.2252966725114e+15
1.7711038e+15,6.38840015582154e+14,2.26788446191002e+15
1.797863e+15,6.50352445215318e+14,2.31188055409746e+15
1.825419e+15,6.62037793039008e+14,2.35733842892646e+15
1.8537884e+15,6.73901407038498e+14,2.40434721948492e+15
1.8830044e+15,6.85946852537304e+14,2.45296040562558e+15
1.9131334e+15,6.98183042844216e+14,2.50328494705392e+15
1.9442086e+15,7.1061354328275e+14,2.55539215024026e+15
1.9762798e+15,7.2324370183818e+14,2.60935332165492e+15
2.0093968e+15,7.36084214481054e+14,2.66531107423854e+15
2.043626e+15,7.49138646534888e+14,2.72335454107902e+15
2.0790006e+15,7.62419476631988e+14,2.78359068188184e+15
2.1165e+15,7.75928487434112e+14,2.84767737208194e+15
2.1418316e+15,7.89644287000164e+14,2.8911208391244e+15
2.1673624e+15,8.0352587410971e+14,2.93508127807668e+15
2.1930924e+15,8.17569683439234e+14,2.97955868893878e+15
2.2190216e+15,8.31782845635768e+14,3.02451741847554e+15
2.2451334e+15,8.46161795375796e+14,3.0700109465397e+15
2.271461e+15,8.60710097982834e+14,3.1160036198961e+15
2.2979878e+15,8.75427753456882e+14,3.1625310917799e+15
2.3247138e+15,8.90318327121456e+14,3.20957553557352e+15
2.351639e+15,9.05381818976556e+14,3.25715477789454e+15
2.3787634e+15,9.20618229022182e+14,3.30526881874296e+15
2.406087e+15,9.3603112258185e+14,3.3538998315012e+15
2.4336264e+15,9.51618716993802e+14,3.40308346940442e+15
2.461365e+15,9.67386360243312e+14,3.45281973245262e+15
2.4893028e+15,9.8333405233038e+14,3.50309079402822e+15
2.5174564e+15,9.99460010593248e+14,3.5539144807488e+15
2.5458092e+15,1.01576958301719e+15,3.60529079261436e+15
2.5743778e+15,1.03226276960221e+15,3.65723755624248e+15
2.6031456e+15,1.0489395703483e+15,3.70973694501558e+15
2.6321292e+15,1.06580355057898e+15,3.76282461216882e+15
2.661312e+15,1.08285471029425e+15,3.81646490446704e+15
2.6907106e+15,1.10009304949411e+15,3.87067564852782e+15
2.720325e+15,1.11752391616383e+15,3.92547467096874e+15
2.7501552e+15,1.13514552764166e+15,3.9808619717898e+15
2.7801846e+15,1.1529578839276e+15,4.036837550991e+15
2.8104298e+15,1.17096633300691e+15,4.09340140857234e+15
2.8408908e+15,1.18917087487961e+15,4.1505713711514e+15
2.8715676e+15,1.20757150954568e+15,4.2083296121106e+15
2.9024602e+15,1.2261700196669e+15,4.26669395806752e+15
2.9335686e+15,1.24496818790501e+15,4.32566440902216e+15
2.9648928e+15,1.26396957958353e+15,4.3852587915921e+15
2.9964328e+15,1.28317062937895e+15,4.44545927915976e+15
3.0282052e+15,1.30257846793829e+15,4.50628369834272e+15
3.0601768e+15,1.32218952993805e+15,4.56773204914098e+15
3.0923808e+15,1.34200738070174e+15,4.62982215817212e+15
3.1248006e+15,1.36203380289111e+15,4.69253619881856e+15
3.1574362e+15,1.38227057916793e+15,4.75589199769788e+15
3.1903042e+15,1.40271770953219e+15,4.81988955481008e+15
3.223388e+15,1.42337697664565e+15,4.88452887015516e+15
3.2567042e+15,1.44425194583183e+15,4.9498277703507e+15
3.2902362e+15,1.46534083442897e+15,5.01576842877912e+15
3.323984e+15,1.48664542509883e+15,5.08238649867558e+15
3.3579808e+15,1.50816928316492e+15,5.1496641534225e+15
3.3921934e+15,1.529914191289e+15,5.21760139301988e+15
3.4266218e+15,1.55187836680932e+15,5.2862160440853e+15
3.4612826e+15,1.57406537504939e+15,5.35550810661876e+15
3.4961924e+15,1.59647699867096e+15,5.42549540723784e+15
3.5313014e+15,1.61911502033581e+15,5.49614229270738e+15
3.5666594e+15,1.64197944004391e+15,5.56750224288012e+15
3.6022498e+15,1.66507204045705e+15,5.6395396045209e+15
3.638056e+15,1.68839460423696e+15,5.71229003086488e+15
3.6741112e+15,1.71194891404541e+15,5.78575352191206e+15
3.7103988e+15,1.73573496988241e+15,5.85991225104486e+15
3.7469022e+15,1.75975811973322e+15,5.93478404488086e+15
3.7836546e+15,1.78401658093608e+15,6.01036890342006e+15
3.8206394e+15,1.808510353491e+15,6.08668465328004e+15
3.8578732e+15,1.83323587207446e+15,6.16371346784322e+15
3.8953228e+15,1.85821096330404e+15,6.24149100034476e+15
3.9330214e+15,1.88343562717974e+15,6.31999942416708e+15
3.9709524e+15,1.90889203708398e+15,6.39923873931018e+15
4.0091324e+15,1.93459801963434e+15,6.47922677239164e+15
4.0475448e+15,1.96055357483082e+15,6.55998135002904e+15
4.0861896e+15,1.98675870267342e+15,6.64146681898722e+15
4.1250834e+15,2.01321340316214e+15,6.72371883250134e+15
4.1642262e+15,2.03991767629698e+15,6.8067373905714e+15
4.2036014e+15,2.06687152207794e+15,6.89054031981498e+15
4.2432256e+15,2.09407494050502e+15,6.97509196699692e+15
4.2830822e+15,2.1215457581958e+15,7.06042798535238e+15
4.3231878e+15,2.1492661485327e+15,7.14654837488136e+15
4.3635424e+15,2.1772539381333e+15,7.23345313558386e+15
4.404146e+15,2.20549130038002e+15,7.32116009407746e+15
4.4449986e+15,2.23399606189044e+15,7.40965142374458e+15
4.4861002e+15,2.26276822266456e+15,7.4989449512028e+15
4.5274342e+15,2.29180778270238e+15,7.5890585030697e+15
4.5690338e+15,2.32109691538632e+15,7.67995642611012e+15
4.6108824e+15,2.35067127395154e+15,7.7716922001768e+15
4.65298e+15,2.38051303178046e+15,7.86424799865216e+15
4.6953266e+15,2.41062218887308e+15,7.9576238215362e+15
4.7379222e+15,2.44101657184698e+15,8.05181966882892e+15
4.7807668e+15,2.47167835408458e+15,8.14687119376548e+15
4.823877e+15,2.50262536220346e+15,8.2427605697283e+15
4.8672362e+15,2.53383976958604e+15,8.33948779671738e+15
4.9108444e+15,2.5653394028499e+15,8.43705287473272e+15
4.9547182e+15,2.59710643537746e+15,8.53549145700948e+15
4.998841e+15,2.62917652040388e+15,8.63478571693008e+15
5.0432294e+15,2.66153183131158e+15,8.73493565449452e+15
5.0878668e+15,2.69415454148298e+15,8.83595909632038e+15
5.1327698e+15,2.72708030415324e+15,8.93787386902524e+15
5.1779384e+15,2.76029129270478e+15,9.04064431937394e+15
5.223356e+15,2.79380533375518e+15,9.14432392721922e+15
5.2690392e+15,2.82760460068686e+15,9.24887703932592e+15
5.3149714e+15,2.8617069201174e+15,9.35432148231162e+15
5.3611858e+15,2.89609446542922e+15,9.4606750827939e+15
5.4076492e+15,2.9307850632399e+15,9.56793784077276e+15
5.4543782e+15,2.96577871354944e+15,9.6761097562482e+15
5.5013728e+15,3.00105758974026e+15,9.78519082922022e+15
5.5486496e+15,3.03665734504752e+15,9.89518105968882e+15
5.5961754e+15,3.07256015285364e+15,1.00061161008892e+16
5.6439668e+15,3.10876601315862e+15,1.01179781262037e+16
5.6920238e+15,3.14529275258004e+15,1.02307671356323e+16
5.740363e+15,3.18212254450032e+15,1.03445009557927e+16
5.7889678e+15,3.21925538891946e+15,1.04591795866849e+16
5.8378216e+15,3.25670911245504e+15,1.05748208549263e+16
5.8869742e+15,3.29448371510706e+15,1.06914069338995e+16
5.9363758e+15,3.33256137025794e+15,1.0808955650222e+16
5.9860596e+15,3.37097773114284e+15,1.09274848305115e+16
6.0360256e+15,3.4096971445266e+15,1.10469766481502e+16
6.0862572e+15,3.44875526364438e+15,1.11674489297558e+16
6.1367544e+15,3.48811643526102e+15,1.12889016753284e+16
6.1875338e+15,3.52781631261168e+15,1.14113348848678e+16
6.2385954e+15,3.56785489569636e+15,1.15347663849917e+16
6.2899226e+15,3.60821435789748e+15,1.16592140023177e+16
6.341532e+15,3.64889469921504e+15,1.17846420836106e+16
6.393407e+15,3.6899315728842e+15,1.19110862821055e+16
6.4455808e+15,3.7312893256698e+15,1.20385465978025e+16
6.4980202e+15,3.77298578418942e+15,1.21670408573192e+16
6.5507418e+15,3.81502094844306e+15,1.22965512340379e+16
6.6037456e+15,3.85739481843072e+15,1.24270955545762e+16
6.6570316e+15,3.9001073941524e+15,1.25586559923166e+16
6.7105998e+15,3.94317650222568e+15,1.26912860271118e+16
6.7644668e+15,3.98658431603298e+15,1.28249500057267e+16
6.8185994e+15,4.0303308355743e+15,1.29596657547787e+16
6.8730142e+15,4.0744517140848e+15,1.30954511008856e+16
6.9277278e+15,4.11889347171174e+15,1.32322882174297e+16
6.982707e+15,4.16370958830786e+15,1.33701949310285e+16
7.037985e+15,4.20888223725558e+15,1.35091890682998e+16
7.0935618e+15,4.25439359193732e+15,1.36492528026259e+16
7.1494042e+15,4.30027930558824e+15,1.37904039606243e+16
7.2055454e+15,4.34652155159076e+15,1.39326603689127e+16
7.2619854e+15,4.39313815656246e+15,1.40760042008735e+16
7.3187076e+15,4.44011129388576e+15,1.42204532831242e+16
7.375712e+15,4.48744096356066e+15,1.43660076156649e+16
7.4330152e+15,4.53514499220474e+15,1.45126671984956e+16
7.4906172e+15,4.583223379818e+15,1.46604498582338e+16
7.548518e+15,4.63165829978286e+15,1.48093734214971e+16
7.606701e+15,4.68048540533448e+15,1.4959420061668e+16
7.6651828e+15,4.72968686985528e+15,1.51106076053639e+16
7.7239468e+15,4.77926269334526e+15,1.52629182259675e+16
7.7830262e+15,4.82921287580442e+15,1.54164054033313e+16
7.8423878e+15,4.87955524385034e+15,1.55710334842202e+16
7.9020482e+15,4.93027197086544e+15,1.57268202952518e+16
7.962024e+15,4.9813808834673e+15,1.58837658364261e+16
8.022282e+15,5.03286415503834e+15,1.60418879343607e+16
8.0828554e+15,5.08473961219614e+15,1.62012044156732e+16
8.143711e+15,5.13702508155828e+15,1.63616796271283e+16
8.204882e+15,5.1896849098896e+15,1.65233492219614e+16
8.2663518e+15,5.24275475042526e+15,1.66862132001722e+16
8.3281204e+15,5.2961989499301e+15,1.68502893883786e+16
8.3901878e+15,5.35005316163928e+15,1.70155599599627e+16
8.4525706e+15,5.4043173855528e+15,1.71820605681599e+16
8.5152522e+15,5.45897379505308e+15,1.7349755559735e+16
8.5782492e+15,5.5140402167577e+15,1.75186805879231e+16
8.641545e+15,5.56951665066666e+15,1.76888534793418e+16
8.7051396e+15,5.62540309677996e+15,1.78603098872262e+16
8.7690496e+15,5.68168172848002e+15,1.80328715454006e+16
8.833275e+15,5.738388199002e+15,1.82066810668056e+16
8.8977992e+15,5.7955225083459e+15,1.8381916717617e+16
8.9626388e+15,5.85304900327656e+15,1.85582219654832e+16
9.0277938e+15,5.91100333702914e+15,1.87359533427558e+16
9.0932476e+15,5.96938550960364e+15,1.8914932583259e+16
9.1590334e+15,6.02817769438248e+15,1.90951596869928e+16
9.225118e+15,6.08739771798324e+15,1.92766346539572e+16
9.291518e+15,6.14704558040592e+15,1.94593574841522e+16
9.3582334e+15,6.2071391082681e+15,1.96435064437536e+16
9.4252642e+15,6.26764264833462e+15,1.98289032665856e+16
9.4926104e+15,6.32859185384064e+15,2.00155479526482e+16
9.5602886e+15,6.38996889816858e+15,2.02036187681172e+16
9.6282656e+15,6.45177378131844e+15,2.03929374468168e+16
9.696558e+15,6.5140243299078e+15,2.0583503988747e+16
9.7651824e+15,6.57672054393666e+15,2.07754966600836e+16
9.8341222e+15,6.63986242340502e+15,2.09689154608266e+16
9.9033774e+15,6.70344996831288e+15,2.11635821248002e+16
9.9729646e+15,6.76748317866024e+15,2.13594966520044e+16
1.00428672e+16,6.8319620544471e+15,2.15570155747908e+16
1.01130852e+16,6.89688659567346e+15,2.1755604094632e+16
1.01836352e+16,6.9622746289569e+15,2.19557970100554e+16
1.02545172e+16,7.02810832767984e+15,2.21572377887094e+16
1.03257146e+16,7.09442334507744e+15,2.23601046967698e+16
1.0397244e+16,7.16116620129696e+15,2.25643977342366e+16
1.04690888e+16,7.22839037619114e+15,2.27701169011098e+16
1.05412656e+16,7.2960780431424e+15,2.29770839312136e+16
1.06137744e+16,7.36422920215074e+15,2.31856553568996e+16
1.06865986e+16,7.43284385321616e+15,2.33954746458162e+16
1.07597714e+16,7.50193982295624e+15,2.36067200641392e+16
1.08332596e+16,7.5714992847534e+15,2.38195698780444e+16
1.09070798e+16,7.64152223860764e+15,2.40336675551802e+16
1.09812486e+16,7.71204433775412e+15,2.42491913617224e+16
1.10557328e+16,7.78302992895768e+15,2.44663195638468e+16
1.1130549e+16,7.85451466545348e+15,2.46846956292018e+16
1.12056972e+16,7.92646289400636e+15,2.4904676090139e+16
1.1281194e+16,7.99891026785148e+15,2.51260826804826e+16
1.13570228e+16,8.07183896037126e+15,2.53490936664084e+16
1.14331836e+16,8.1452489715657e+15,2.55733525155648e+16
1.15096764e+16,8.21915812805238e+15,2.57992157603034e+16
1.15865012e+16,8.2935664298313e+15,2.60266834006242e+16
1.16636746e+16,8.36845605028488e+15,2.62553989041756e+16
1.17411966e+16,8.44386264264828e+15,2.6485897069485e+16
1.18190506e+16,8.51976838030392e+15,2.6717643098025e+16
1.18972366e+16,8.59615543663422e+15,2.69509935221472e+16
1.19757712e+16,8.67305946487434e+15,2.71859483418516e+16
1.20546378e+16,8.75048046502428e+15,2.74223292909624e+16
1.2133853e+16,8.82840061046646e+15,2.76603146356554e+16
1.22134168e+16,8.90683772781846e+15,2.78999043759306e+16
1.22933292e+16,8.98579181708028e+15,2.81409202456122e+16
1.23735736e+16,9.06524505163434e+15,2.8383540510876e+16
1.24541666e+16,9.1452330847158e+15,2.8627765171722e+16
1.25351082e+16,9.22573808970708e+15,2.88734159619744e+16
1.26163984e+16,9.30676006660818e+15,2.91208494139848e+16
1.26980372e+16,9.38831684203668e+15,2.93697089954016e+16
1.2780008e+16,9.470390589375e+15,2.96201729724006e+16
1.2862344e+16,9.55299913524072e+15,2.98724196111576e+16
1.29450286e+16,9.63612465301626e+15,3.0126092379321e+16
1.30280618e+16,9.71980279593678e+15,3.03813695430666e+16
1.31114436e+16,9.8040157373847e+15,3.06382511023944e+16
1.31951906e+16,9.88876347736002e+15,3.08969153234802e+16
1.32792696e+16,9.97404601586274e+15,3.11570056739724e+16
1.33637138e+16,1.00598811795104e+16,3.14188786862226e+16
1.34485232e+16,1.01462511416855e+16,3.1682356094055e+16
1.35336646e+16,1.02331737290056e+16,3.19474378974696e+16
1.36191712e+16,1.03206489414707e+16,3.22143023626422e+16
1.3705043e+16,1.04086767790807e+16,3.2482771223397e+16
1.37912634e+16,1.04972572418357e+16,3.2752844479734e+16
1.3877849e+16,1.05863903297357e+16,3.3024700397829e+16
1.39647832e+16,1.06760760427807e+16,3.32981607115062e+16
1.40520826e+16,1.07663322075883e+16,3.35734036869414e+16
1.41397472e+16,1.08571588241584e+16,3.38502510579588e+16
1.42277604e+16,1.09485380658734e+16,3.41288810907342e+16
1.43161388e+16,1.10405055859687e+16,3.44091155190918e+16
1.44048824e+16,1.11330257312089e+16,3.46911326092074e+16
1.44939912e+16,1.12261163282116e+16,3.4974932361081e+16
1.45834652e+16,1.13197952035945e+16,3.52603365085368e+16
1.46733044e+16,1.141404453074e+16,3.55477015839264e+16
1.47635088e+16,1.15088821362656e+16,3.58366710548982e+16
1.48540784e+16,1.16042901935537e+16,3.6127423187628e+16
1.49449966e+16,1.1700286529222e+16,3.64199579821158e+16
